UVAI_count,UVAI_mean,UVAI_median,UVAI_stdDev,month,year,zone,date,season
2100,-0.1845887175171337,-0.1916569482542612,0.1349533267536413,11.0,2022.0,Siwalik,2022-11-01,Post-monsoon
2100,-0.1489139912047662,-0.1523388005557404,0.1718346044025126,12.0,2022.0,Siwalik,2022-12-01,Winter
2100,-0.2346193923440556,-0.2381195699445934,0.2102636565410352,1.0,2023.0,Siwalik,2023-01-01,Winter
2100,-0.1411868845267904,-0.1520102901306924,0.1605338810631729,2.0,2023.0,Siwalik,2023-02-01,Winter
2100,-0.4048468780972602,-0.4097327028525835,0.2417071449054578,3.0,2023.0,Siwalik,2023-03-01,Pre-monsoon
2100,-0.0547256474096811,-0.0509009978091387,0.2545333530952239,4.0,2023.0,Siwalik,2023-04-01,Pre-monsoon
2100,-0.3167886291481629,-0.301043259452984,0.2620656120601149,5.0,2023.0,Siwalik,2023-05-01,Pre-monsoon
2100,-0.5326752275495819,-0.5120094760788957,0.2578917207158843,6.0,2023.0,Siwalik,2023-06-01,Monsoon
2100,-0.933784930228146,-0.925319702327386,0.2282402621568505,7.0,2023.0,Siwalik,2023-07-01,Monsoon
2100,-0.8129525206070278,-0.7922653041974899,0.2573784059455004,8.0,2023.0,Siwalik,2023-08-01,Monsoon
